"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+7.69520000000E+009, +2.26224981317E-001, +0.00000000000E+000
+7.69540000000E+009, +3.40459405858E-001, +0.00000000000E+000
+7.69560000000E+009, +3.74323647120E-001, +0.00000000000E+000
+7.69580000000E+009, +2.33968819521E-001, +0.00000000000E+000
+7.69600000000E+009, +3.78996546680E-001, +0.00000000000E+000
+7.69620000000E+009, +2.83088043416E-001, +0.00000000000E+000
+7.69640000000E+009, +4.25306513860E-001, +0.00000000000E+000
+7.69660000000E+009, +3.77433250236E-001, +0.00000000000E+000
+7.69680000000E+009, +3.59508126413E-001, +0.00000000000E+000
+7.69700000000E+009, +3.82729196175E-001, +0.00000000000E+000
+7.69720000000E+009, +2.15456483863E-001, +0.00000000000E+000
+7.69740000000E+009, +3.78678717254E-001, +0.00000000000E+000
+7.69760000000E+009, +2.92591283390E-001, +0.00000000000E+000
+7.69780000000E+009, +1.62642058837E-001, +0.00000000000E+000
+7.69800000000E+009, +4.67739824817E-001, +0.00000000000E+000
+7.69820000000E+009, +4.76223949495E-001, +0.00000000000E+000
+7.69840000000E+009, +1.10750038862E-001, +0.00000000000E+000
+7.69860000000E+009, +4.88868849050E-001, +0.00000000000E+000
+7.69880000000E+009, +3.19827490660E-001, +0.00000000000E+000
+7.69900000000E+009, +4.38556903303E-001, +0.00000000000E+000
+7.69920000000E+009, +5.56376483111E-001, +0.00000000000E+000
+7.69940000000E+009, +5.99613488406E-001, +0.00000000000E+000
+7.69960000000E+009, +4.09938646937E-001, +0.00000000000E+000
+7.69980000000E+009, +3.36913201113E-001, +0.00000000000E+000
+7.70000000000E+009, +4.72113699704E-001, +0.00000000000E+000
+7.70020000000E+009, +2.98836743895E-001, +0.00000000000E+000
+7.70040000000E+009, +7.67633971294E-002, +0.00000000000E+000
+7.70060000000E+009, +2.62006374501E-001, +0.00000000000E+000
+7.70080000000E+009, +3.23874328325E-001, +0.00000000000E+000
+7.70100000000E+009, +4.77528304421E-001, +0.00000000000E+000
+7.70120000000E+009, +2.86643544742E-001, +0.00000000000E+000
+7.70140000000E+009, +3.59707100538E-001, +0.00000000000E+000
+7.70160000000E+009, +4.67136351916E-001, +0.00000000000E+000
+7.70180000000E+009, +2.80304512089E-001, +0.00000000000E+000
+7.70200000000E+009, +4.34878703405E-001, +0.00000000000E+000
+7.70220000000E+009, +4.25213452137E-001, +0.00000000000E+000
+7.70240000000E+009, +5.44885893785E-001, +0.00000000000E+000
+7.70260000000E+009, +1.89361371542E-001, +0.00000000000E+000
+7.70280000000E+009, +1.85886593287E-001, +0.00000000000E+000
+7.70300000000E+009, +1.32017456496E-001, +0.00000000000E+000
+7.70320000000E+009, +1.48541915160E-001, +0.00000000000E+000
+7.70340000000E+009, +5.21972608261E-001, +0.00000000000E+000
+7.70360000000E+009, +2.40849110936E-001, +0.00000000000E+000
+7.70380000000E+009, +1.47180890657E-001, +0.00000000000E+000
+7.70400000000E+009, +2.31462743085E-001, +0.00000000000E+000
+7.70420000000E+009, +4.41628607905E-001, +0.00000000000E+000
+7.70440000000E+009, +3.27750400346E-001, +0.00000000000E+000
+7.70460000000E+009, +1.64695547281E-001, +0.00000000000E+000
+7.70480000000E+009, +4.04418933734E-001, +0.00000000000E+000
+7.70500000000E+009, +5.47818300940E-001, +0.00000000000E+000
+7.70520000000E+009, +2.68198014825E-001, +0.00000000000E+000
+7.70540000000E+009, +3.28877228849E-001, +0.00000000000E+000
+7.70560000000E+009, +4.82580318112E-001, +0.00000000000E+000
+7.70580000000E+009, +3.83258559921E-001, +0.00000000000E+000
+7.70600000000E+009, +4.61833719322E-001, +0.00000000000E+000
+7.70620000000E+009, +3.57235997654E-001, +0.00000000000E+000
+7.70640000000E+009, +3.20919003577E-001, +0.00000000000E+000
+7.70660000000E+009, +5.43336743222E-001, +0.00000000000E+000
+7.70680000000E+009, +5.75860795549E-001, +0.00000000000E+000
+7.70700000000E+009, +5.35587658664E-001, +0.00000000000E+000
+7.70720000000E+009, +4.98048807649E-001, +0.00000000000E+000
+7.70740000000E+009, +4.03602824504E-001, +0.00000000000E+000
+7.70760000000E+009, +3.12191434993E-001, +0.00000000000E+000
+7.70780000000E+009, +4.04887239141E-001, +0.00000000000E+000
+7.70800000000E+009, +4.87184243418E-001, +0.00000000000E+000
+7.70820000000E+009, +4.26420807206E-001, +0.00000000000E+000
+7.70840000000E+009, +4.27604204695E-001, +0.00000000000E+000
+7.70860000000E+009, +2.13264897490E-001, +0.00000000000E+000
+7.70880000000E+009, +5.05122953041E-001, +0.00000000000E+000
+7.70900000000E+009, +2.46544445145E-001, +0.00000000000E+000
+7.70920000000E+009, +5.25890721020E-001, +0.00000000000E+000
+7.70940000000E+009, +4.31051221174E-001, +0.00000000000E+000
+7.70960000000E+009, +4.04676255948E-001, +0.00000000000E+000
+7.70980000000E+009, +3.28871182296E-001, +0.00000000000E+000
+7.71000000000E+009, +5.18854061056E-001, +0.00000000000E+000
+7.71020000000E+009, +4.99430659222E-001, +0.00000000000E+000
+7.71040000000E+009, +6.42908862390E-001, +0.00000000000E+000
+7.71060000000E+009, +5.64082532033E-001, +0.00000000000E+000
+7.71080000000E+009, +2.19884997422E-001, +0.00000000000E+000
+7.71100000000E+009, +5.85975563594E-001, +0.00000000000E+000
+7.71120000000E+009, +5.14418062000E-001, +0.00000000000E+000
+7.71140000000E+009, +4.21636623473E-001, +0.00000000000E+000
+7.71160000000E+009, +2.67397442302E-001, +0.00000000000E+000
+7.71180000000E+009, +5.33429353445E-001, +0.00000000000E+000
+7.71200000000E+009, +4.39952174066E-001, +0.00000000000E+000
+7.71220000000E+009, +4.62636141016E-001, +0.00000000000E+000
+7.71240000000E+009, +3.69491712027E-001, +0.00000000000E+000
+7.71260000000E+009, +4.47663773993E-001, +0.00000000000E+000
+7.71280000000E+009, +4.47772774589E-001, +0.00000000000E+000
+7.71300000000E+009, +3.55264984344E-001, +0.00000000000E+000
+7.71320000000E+009, +3.76544573767E-001, +0.00000000000E+000
+7.71340000000E+009, +4.18006401342E-001, +0.00000000000E+000
+7.71360000000E+009, +3.88385240739E-001, +0.00000000000E+000
+7.71380000000E+009, +3.70562873730E-001, +0.00000000000E+000
+7.71400000000E+009, +3.19588020038E-001, +0.00000000000E+000
+7.71420000000E+009, +4.22791288487E-001, +0.00000000000E+000
+7.71440000000E+009, +3.28232534792E-001, +0.00000000000E+000
+7.71460000000E+009, +5.31462538585E-001, +0.00000000000E+000
+7.71480000000E+009, +5.14788160148E-001, +0.00000000000E+000
+7.71500000000E+009, +6.26862038453E-001, +0.00000000000E+000
+7.71520000000E+009, +7.09274141993E-001, +0.00000000000E+000
+7.71540000000E+009, +5.31677632367E-001, +0.00000000000E+000
+7.71560000000E+009, +3.94045057171E-001, +0.00000000000E+000
+7.71580000000E+009, +3.92107352771E-001, +0.00000000000E+000
+7.71600000000E+009, +5.51949196387E-001, +0.00000000000E+000
+7.71620000000E+009, +6.79020783264E-001, +0.00000000000E+000
+7.71640000000E+009, +4.24971564769E-001, +0.00000000000E+000
+7.71660000000E+009, +3.15522419995E-001, +0.00000000000E+000
+7.71680000000E+009, +4.03395689867E-001, +0.00000000000E+000
+7.71700000000E+009, +4.22117166869E-001, +0.00000000000E+000
+7.71720000000E+009, +5.75865440704E-001, +0.00000000000E+000
+7.71740000000E+009, +4.18205161450E-001, +0.00000000000E+000
+7.71760000000E+009, +4.34606818554E-001, +0.00000000000E+000
+7.71780000000E+009, +4.78685248305E-001, +0.00000000000E+000
+7.71800000000E+009, +4.55747142639E-001, +0.00000000000E+000
+7.71820000000E+009, +4.50500601022E-001, +0.00000000000E+000
+7.71840000000E+009, +3.62338469722E-001, +0.00000000000E+000
+7.71860000000E+009, +6.70039465773E-001, +0.00000000000E+000
+7.71880000000E+009, +7.31861204083E-001, +0.00000000000E+000
+7.71900000000E+009, +4.14194731361E-001, +0.00000000000E+000
+7.71920000000E+009, +3.43817681112E-001, +0.00000000000E+000
+7.71940000000E+009, +6.24877064034E-001, +0.00000000000E+000
+7.71960000000E+009, +5.45426655900E-001, +0.00000000000E+000
+7.71980000000E+009, +3.47952529341E-001, +0.00000000000E+000
+7.72000000000E+009, +4.70950072873E-001, +0.00000000000E+000
+7.72020000000E+009, +7.38832384628E-001, +0.00000000000E+000
+7.72040000000E+009, +4.41022900873E-001, +0.00000000000E+000
+7.72060000000E+009, +3.98313817528E-001, +0.00000000000E+000
+7.72080000000E+009, +6.03931593813E-001, +0.00000000000E+000
+7.72100000000E+009, +5.68531775913E-001, +0.00000000000E+000
+7.72120000000E+009, +4.94610385515E-001, +0.00000000000E+000
+7.72140000000E+009, +7.45166608550E-001, +0.00000000000E+000
+7.72160000000E+009, +4.67991543283E-001, +0.00000000000E+000
+7.72180000000E+009, +2.43804197475E-001, +0.00000000000E+000
+7.72200000000E+009, +5.10143949724E-001, +0.00000000000E+000
+7.72220000000E+009, +6.32382871167E-001, +0.00000000000E+000
+7.72240000000E+009, +6.95868364767E-001, +0.00000000000E+000
+7.72260000000E+009, +6.47029259033E-001, +0.00000000000E+000
+7.72280000000E+009, +4.91865716014E-001, +0.00000000000E+000
+7.72300000000E+009, +5.74594979642E-001, +0.00000000000E+000
+7.72320000000E+009, +3.97807677445E-001, +0.00000000000E+000
+7.72340000000E+009, +5.60358881940E-001, +0.00000000000E+000
+7.72360000000E+009, +4.85069089648E-001, +0.00000000000E+000
+7.72380000000E+009, +4.67425691625E-001, +0.00000000000E+000
+7.72400000000E+009, +3.32178145423E-001, +0.00000000000E+000
+7.72420000000E+009, +5.97051118659E-001, +0.00000000000E+000
+7.72440000000E+009, +7.67657381382E-001, +0.00000000000E+000
+7.72460000000E+009, +4.78235294844E-001, +0.00000000000E+000
+7.72480000000E+009, +3.78400282341E-001, +0.00000000000E+000
+7.72500000000E+009, +5.13928389931E-001, +0.00000000000E+000
+7.72520000000E+009, +3.27333553918E-001, +0.00000000000E+000
+7.72540000000E+009, +6.16098224086E-001, +0.00000000000E+000
+7.72560000000E+009, +3.88857335102E-001, +0.00000000000E+000
+7.72580000000E+009, +5.34446762938E-001, +0.00000000000E+000
+7.72600000000E+009, +6.51922807670E-001, +0.00000000000E+000
+7.72620000000E+009, +4.96251033583E-001, +0.00000000000E+000
+7.72640000000E+009, +5.55175489731E-001, +0.00000000000E+000
+7.72660000000E+009, +6.39965261814E-001, +0.00000000000E+000
+7.72680000000E+009, +7.41870611291E-001, +0.00000000000E+000
+7.72700000000E+009, +7.46715676645E-001, +0.00000000000E+000
+7.72720000000E+009, +6.63920468519E-001, +0.00000000000E+000
+7.72740000000E+009, +4.36782377092E-001, +0.00000000000E+000
+7.72760000000E+009, +8.01969337214E-001, +0.00000000000E+000
+7.72780000000E+009, +5.98815867684E-001, +0.00000000000E+000
+7.72800000000E+009, +6.73114879460E-001, +0.00000000000E+000
+7.72820000000E+009, +5.27897335970E-001, +0.00000000000E+000
+7.72840000000E+009, +5.27667469920E-001, +0.00000000000E+000
+7.72860000000E+009, +5.56968738068E-001, +0.00000000000E+000
+7.72880000000E+009, +6.93469302275E-001, +0.00000000000E+000
+7.72900000000E+009, +7.90814985825E-001, +0.00000000000E+000
+7.72920000000E+009, +6.58611535352E-001, +0.00000000000E+000
+7.72940000000E+009, +7.40818722473E-001, +0.00000000000E+000
+7.72960000000E+009, +8.14774277254E-001, +0.00000000000E+000
+7.72980000000E+009, +7.60500748360E-001, +0.00000000000E+000
+7.73000000000E+009, +8.91881031032E-001, +0.00000000000E+000
+7.73020000000E+009, +6.11325369916E-001, +0.00000000000E+000
+7.73040000000E+009, +7.81509002190E-001, +0.00000000000E+000
+7.73060000000E+009, +8.55911855279E-001, +0.00000000000E+000
+7.73080000000E+009, +9.14707796045E-001, +0.00000000000E+000
+7.73100000000E+009, +6.98203966823E-001, +0.00000000000E+000
+7.73120000000E+009, +6.87725591944E-001, +0.00000000000E+000
+7.73140000000E+009, +7.37011434704E-001, +0.00000000000E+000
+7.73160000000E+009, +8.83604368810E-001, +0.00000000000E+000
+7.73180000000E+009, +7.26812136404E-001, +0.00000000000E+000
+7.73200000000E+009, +7.51822591443E-001, +0.00000000000E+000
+7.73220000000E+009, +6.69101299973E-001, +0.00000000000E+000
+7.73240000000E+009, +7.54703437389E-001, +0.00000000000E+000
+7.73260000000E+009, +1.05430443021E+000, +0.00000000000E+000
+7.73280000000E+009, +7.38830692437E-001, +0.00000000000E+000
+7.73300000000E+009, +9.23346388612E-001, +0.00000000000E+000
+7.73320000000E+009, +7.81809969598E-001, +0.00000000000E+000
+7.73340000000E+009, +8.67631754299E-001, +0.00000000000E+000
+7.73360000000E+009, +9.28587002644E-001, +0.00000000000E+000
+7.73380000000E+009, +7.76921102127E-001, +0.00000000000E+000
+7.73400000000E+009, +8.42938139066E-001, +0.00000000000E+000
+7.73420000000E+009, +7.19509369267E-001, +0.00000000000E+000
+7.73440000000E+009, +1.08872973294E+000, +0.00000000000E+000
+7.73460000000E+009, +9.69827046473E-001, +0.00000000000E+000
+7.73480000000E+009, +1.01781631720E+000, +0.00000000000E+000
+7.73500000000E+009, +9.96888261216E-001, +0.00000000000E+000
+7.73520000000E+009, +8.12337134515E-001, +0.00000000000E+000
+7.73540000000E+009, +9.37405844255E-001, +0.00000000000E+000
+7.73560000000E+009, +1.01527633420E+000, +0.00000000000E+000
+7.73580000000E+009, +9.61635839652E-001, +0.00000000000E+000
+7.73600000000E+009, +9.01592140193E-001, +0.00000000000E+000
+7.73620000000E+009, +1.16159258719E+000, +0.00000000000E+000
+7.73640000000E+009, +9.84553313754E-001, +0.00000000000E+000
+7.73660000000E+009, +1.01375183186E+000, +0.00000000000E+000
+7.73680000000E+009, +9.65627983516E-001, +0.00000000000E+000
+7.73700000000E+009, +8.44175434109E-001, +0.00000000000E+000
+7.73720000000E+009, +1.02388297354E+000, +0.00000000000E+000
+7.73740000000E+009, +1.14723384355E+000, +0.00000000000E+000
+7.73760000000E+009, +1.18040786519E+000, +0.00000000000E+000
+7.73780000000E+009, +1.06767832532E+000, +0.00000000000E+000
+7.73800000000E+009, +1.13276812498E+000, +0.00000000000E+000
+7.73820000000E+009, +1.15093904438E+000, +0.00000000000E+000
+7.73840000000E+009, +1.30980642390E+000, +0.00000000000E+000
+7.73860000000E+009, +1.11562122982E+000, +0.00000000000E+000
+7.73880000000E+009, +1.16128004154E+000, +0.00000000000E+000
+7.73900000000E+009, +1.04992620092E+000, +0.00000000000E+000
+7.73920000000E+009, +9.73410277098E-001, +0.00000000000E+000
+7.73940000000E+009, +1.21513746282E+000, +0.00000000000E+000
+7.73960000000E+009, +1.27685934110E+000, +0.00000000000E+000
+7.73980000000E+009, +1.30026642488E+000, +0.00000000000E+000
+7.74000000000E+009, +1.12672486228E+000, +0.00000000000E+000
+7.74020000000E+009, +1.44903702217E+000, +0.00000000000E+000
+7.74040000000E+009, +1.41734777653E+000, +0.00000000000E+000
+7.74060000000E+009, +1.42558865496E+000, +0.00000000000E+000
+7.74080000000E+009, +1.36695206143E+000, +0.00000000000E+000
+7.74100000000E+009, +1.44808921985E+000, +0.00000000000E+000
+7.74120000000E+009, +1.39313575046E+000, +0.00000000000E+000
+7.74140000000E+009, +1.47332890376E+000, +0.00000000000E+000
+7.74160000000E+009, +1.49344893541E+000, +0.00000000000E+000
+7.74180000000E+009, +1.51232436362E+000, +0.00000000000E+000
+7.74200000000E+009, +1.31271553062E+000, +0.00000000000E+000
+7.74220000000E+009, +1.48058984171E+000, +0.00000000000E+000
+7.74240000000E+009, +1.39450535338E+000, +0.00000000000E+000
+7.74260000000E+009, +1.57030912138E+000, +0.00000000000E+000
+7.74280000000E+009, +1.71635617012E+000, +0.00000000000E+000
+7.74300000000E+009, +1.63790458609E+000, +0.00000000000E+000
+7.74320000000E+009, +1.77260860830E+000, +0.00000000000E+000
+7.74340000000E+009, +1.64223732875E+000, +0.00000000000E+000
+7.74360000000E+009, +1.77467817324E+000, +0.00000000000E+000
+7.74380000000E+009, +1.85184553544E+000, +0.00000000000E+000
+7.74400000000E+009, +1.84909011450E+000, +0.00000000000E+000
+7.74420000000E+009, +1.64572450988E+000, +0.00000000000E+000
+7.74440000000E+009, +1.74594832138E+000, +0.00000000000E+000
+7.74460000000E+009, +1.75221465698E+000, +0.00000000000E+000
+7.74480000000E+009, +1.50182343845E+000, +0.00000000000E+000
+7.74500000000E+009, +1.77110967274E+000, +0.00000000000E+000
+7.74520000000E+009, +1.97445006476E+000, +0.00000000000E+000
+7.74540000000E+009, +1.79699645612E+000, +0.00000000000E+000
+7.74560000000E+009, +1.98525401298E+000, +0.00000000000E+000
+7.74580000000E+009, +1.88589689738E+000, +0.00000000000E+000
+7.74600000000E+009, +1.98094300865E+000, +0.00000000000E+000
+7.74620000000E+009, +1.94675624991E+000, +0.00000000000E+000
+7.74640000000E+009, +1.99382646980E+000, +0.00000000000E+000
+7.74660000000E+009, +2.11934215215E+000, +0.00000000000E+000
+7.74680000000E+009, +2.11864694491E+000, +0.00000000000E+000
+7.74700000000E+009, +1.88512964890E+000, +0.00000000000E+000
+7.74720000000E+009, +2.07803041027E+000, +0.00000000000E+000
+7.74740000000E+009, +2.21641916161E+000, +0.00000000000E+000
+7.74760000000E+009, +2.17912113047E+000, +0.00000000000E+000
+7.74780000000E+009, +2.37107353157E+000, +0.00000000000E+000
+7.74800000000E+009, +2.31558182910E+000, +0.00000000000E+000
+7.74820000000E+009, +2.23552563778E+000, +0.00000000000E+000
+7.74840000000E+009, +2.32859422428E+000, +0.00000000000E+000
+7.74860000000E+009, +2.37267548230E+000, +0.00000000000E+000
+7.74880000000E+009, +2.52528956692E+000, +0.00000000000E+000
+7.74900000000E+009, +2.50768229875E+000, +0.00000000000E+000
+7.74920000000E+009, +2.35421474832E+000, +0.00000000000E+000
+7.74940000000E+009, +2.36194462744E+000, +0.00000000000E+000
+7.74960000000E+009, +2.45607890953E+000, +0.00000000000E+000
+7.74980000000E+009, +2.44856943270E+000, +0.00000000000E+000
+7.75000000000E+009, +2.46172390439E+000, +0.00000000000E+000
+7.75020000000E+009, +2.55824337031E+000, +0.00000000000E+000
+7.75040000000E+009, +2.69726899850E+000, +0.00000000000E+000
+7.75060000000E+009, +2.53528740598E+000, +0.00000000000E+000
+7.75080000000E+009, +2.72131805654E+000, +0.00000000000E+000
+7.75100000000E+009, +2.72582771083E+000, +0.00000000000E+000
+7.75120000000E+009, +2.68470314360E+000, +0.00000000000E+000
+7.75140000000E+009, +2.81066107985E+000, +0.00000000000E+000
+7.75160000000E+009, +2.92639321647E+000, +0.00000000000E+000
+7.75180000000E+009, +2.84028240937E+000, +0.00000000000E+000
+7.75200000000E+009, +2.79237270292E+000, +0.00000000000E+000
+7.75220000000E+009, +3.08772598502E+000, +0.00000000000E+000
+7.75240000000E+009, +3.17755394247E+000, +0.00000000000E+000
+7.75260000000E+009, +2.98852540434E+000, +0.00000000000E+000
+7.75280000000E+009, +3.19886343575E+000, +0.00000000000E+000
+7.75300000000E+009, +3.04994534661E+000, +0.00000000000E+000
+7.75320000000E+009, +3.20285294497E+000, +0.00000000000E+000
+7.75340000000E+009, +3.20317538283E+000, +0.00000000000E+000
+7.75360000000E+009, +2.99234336662E+000, +0.00000000000E+000
+7.75380000000E+009, +3.05972534898E+000, +0.00000000000E+000
+7.75400000000E+009, +3.26291830470E+000, +0.00000000000E+000
+7.75420000000E+009, +3.17685965347E+000, +0.00000000000E+000
+7.75440000000E+009, +3.27183106940E+000, +0.00000000000E+000
+7.75460000000E+009, +3.37082345692E+000, +0.00000000000E+000
+7.75480000000E+009, +3.44035934262E+000, +0.00000000000E+000
+7.75500000000E+009, +3.35515690536E+000, +0.00000000000E+000
+7.75520000000E+009, +3.25749235934E+000, +0.00000000000E+000
+7.75540000000E+009, +3.52500512207E+000, +0.00000000000E+000
+7.75560000000E+009, +3.45979716336E+000, +0.00000000000E+000
+7.75580000000E+009, +3.52483133397E+000, +0.00000000000E+000
+7.75600000000E+009, +3.56676578127E+000, +0.00000000000E+000
+7.75620000000E+009, +3.43092019374E+000, +0.00000000000E+000
+7.75640000000E+009, +3.59619661406E+000, +0.00000000000E+000
+7.75660000000E+009, +3.73141237551E+000, +0.00000000000E+000
+7.75680000000E+009, +3.73929183583E+000, +0.00000000000E+000
+7.75700000000E+009, +3.81111758470E+000, +0.00000000000E+000
+7.75720000000E+009, +3.77809917936E+000, +0.00000000000E+000
+7.75740000000E+009, +3.82643099082E+000, +0.00000000000E+000
+7.75760000000E+009, +3.66213361310E+000, +0.00000000000E+000
+7.75780000000E+009, +3.62289159193E+000, +0.00000000000E+000
+7.75800000000E+009, +3.68092943983E+000, +0.00000000000E+000
+7.75820000000E+009, +3.66170766233E+000, +0.00000000000E+000
+7.75840000000E+009, +3.96775431375E+000, +0.00000000000E+000
+7.75860000000E+009, +3.88072597468E+000, +0.00000000000E+000
+7.75880000000E+009, +4.00494590603E+000, +0.00000000000E+000
+7.75900000000E+009, +4.19307607049E+000, +0.00000000000E+000
+7.75920000000E+009, +4.13370059134E+000, +0.00000000000E+000
+7.75940000000E+009, +4.16474016038E+000, +0.00000000000E+000
+7.75960000000E+009, +4.26705720719E+000, +0.00000000000E+000
+7.75980000000E+009, +4.17577680895E+000, +0.00000000000E+000
+7.76000000000E+009, +4.14482996846E+000, +0.00000000000E+000
+7.76020000000E+009, +4.26758215532E+000, +0.00000000000E+000
+7.76040000000E+009, +4.28240695348E+000, +0.00000000000E+000
+7.76060000000E+009, +4.30017242938E+000, +0.00000000000E+000
+7.76080000000E+009, +4.44783449220E+000, +0.00000000000E+000
+7.76100000000E+009, +4.20147945902E+000, +0.00000000000E+000
+7.76120000000E+009, +4.26838121381E+000, +0.00000000000E+000
+7.76140000000E+009, +4.41125886346E+000, +0.00000000000E+000
+7.76160000000E+009, +4.47371293473E+000, +0.00000000000E+000
+7.76180000000E+009, +4.04280063831E+000, +0.00000000000E+000
+7.76200000000E+009, +4.33535497205E+000, +0.00000000000E+000
+7.76220000000E+009, +4.50328495286E+000, +0.00000000000E+000
+7.76240000000E+009, +4.57844134907E+000, +0.00000000000E+000
+7.76260000000E+009, +4.64321443732E+000, +0.00000000000E+000
+7.76280000000E+009, +4.47983721112E+000, +0.00000000000E+000
+7.76300000000E+009, +4.72542798242E+000, +0.00000000000E+000
+7.76320000000E+009, +4.35479268616E+000, +0.00000000000E+000
+7.76340000000E+009, +4.65241770384E+000, +0.00000000000E+000
+7.76360000000E+009, +4.89569563879E+000, +0.00000000000E+000
+7.76380000000E+009, +4.91453573028E+000, +0.00000000000E+000
+7.76400000000E+009, +4.75115260984E+000, +0.00000000000E+000
+7.76420000000E+009, +4.96827159084E+000, +0.00000000000E+000
+7.76440000000E+009, +4.87218188941E+000, +0.00000000000E+000
+7.76460000000E+009, +4.96009899296E+000, +0.00000000000E+000
+7.76480000000E+009, +5.01708442252E+000, +0.00000000000E+000
+7.76500000000E+009, +5.13763194298E+000, +0.00000000000E+000
+7.76520000000E+009, +5.18364175788E+000, +0.00000000000E+000
+7.76540000000E+009, +5.13991859889E+000, +0.00000000000E+000
+7.76560000000E+009, +5.36363134302E+000, +0.00000000000E+000
+7.76580000000E+009, +5.15928333331E+000, +0.00000000000E+000
+7.76600000000E+009, +5.05092051817E+000, +0.00000000000E+000
+7.76620000000E+009, +5.23102914476E+000, +0.00000000000E+000
+7.76640000000E+009, +5.20462412951E+000, +0.00000000000E+000
+7.76660000000E+009, +5.37967686243E+000, +0.00000000000E+000
+7.76680000000E+009, +5.29410129153E+000, +0.00000000000E+000
+7.76700000000E+009, +5.32025309064E+000, +0.00000000000E+000
+7.76720000000E+009, +5.54402084031E+000, +0.00000000000E+000
+7.76740000000E+009, +5.52390066764E+000, +0.00000000000E+000
+7.76760000000E+009, +5.63283467764E+000, +0.00000000000E+000
+7.76780000000E+009, +5.81745921932E+000, +0.00000000000E+000
+7.76800000000E+009, +5.72819881997E+000, +0.00000000000E+000
+7.76820000000E+009, +6.10204913487E+000, +0.00000000000E+000
+7.76840000000E+009, +5.91958241314E+000, +0.00000000000E+000
+7.76860000000E+009, +6.07777401588E+000, +0.00000000000E+000
+7.76880000000E+009, +5.87433833125E+000, +0.00000000000E+000
+7.76900000000E+009, +5.92501280808E+000, +0.00000000000E+000
+7.76920000000E+009, +6.10234785630E+000, +0.00000000000E+000
+7.76940000000E+009, +6.04010021945E+000, +0.00000000000E+000
+7.76960000000E+009, +6.11325251570E+000, +0.00000000000E+000
+7.76980000000E+009, +6.19992042448E+000, +0.00000000000E+000
+7.77000000000E+009, +6.49117960893E+000, +0.00000000000E+000
+7.77020000000E+009, +6.42276010819E+000, +0.00000000000E+000
+7.77040000000E+009, +6.49225156206E+000, +0.00000000000E+000
+7.77060000000E+009, +6.43895247414E+000, +0.00000000000E+000
+7.77080000000E+009, +6.36158859620E+000, +0.00000000000E+000
+7.77100000000E+009, +6.77345677737E+000, +0.00000000000E+000
+7.77120000000E+009, +6.74495489399E+000, +0.00000000000E+000
+7.77140000000E+009, +6.62247478518E+000, +0.00000000000E+000
+7.77160000000E+009, +6.93640340328E+000, +0.00000000000E+000
+7.77180000000E+009, +6.85653291383E+000, +0.00000000000E+000
+7.77200000000E+009, +6.72460217877E+000, +0.00000000000E+000
+7.77220000000E+009, +6.90022822610E+000, +0.00000000000E+000
+7.77240000000E+009, +7.08124495198E+000, +0.00000000000E+000
+7.77260000000E+009, +7.21371632232E+000, +0.00000000000E+000
+7.77280000000E+009, +7.13169946151E+000, +0.00000000000E+000
+7.77300000000E+009, +7.15609005514E+000, +0.00000000000E+000
+7.77320000000E+009, +7.35545654208E+000, +0.00000000000E+000
+7.77340000000E+009, +7.29223440083E+000, +0.00000000000E+000
+7.77360000000E+009, +7.31717034070E+000, +0.00000000000E+000
